iter	Passed	Remaining
145	4510	26382
146	4546	26382
147	4585	26396
148	4618	26376
149	4656	26386
150	4696	26406
151	4735	26421
152	4771	26412
153	4795	26343
154	4819	26271
155	4843	26206
156	4877	26186
157	4903	26129
158	4933	26093
159	4973	26110
160	5001	26062
161	5039	26069
162	5082	26099
163	5119	26096
164	5162	26124
165	5193	26090
166	5221	26045
167	5254	26020
168	5283	25981
169	5312	25937
170	5341	25893
171	5366	25834
172	5395	25790
173	5432	25790
174	5466	25771
175	5511	25803
176	5547	25794
177	5580	25770
178	5613	25746
179	5652	25749
180	5692	25759
181	5724	25726
182	5772	25772
183	5815	25788
184	5866	25845
185	5905	25844
186	5935	25805
187	5963	25757
188	5989	25699
189	6013	25635
190	6040	25586
191	6076	25572
192	6107	25536
193	6140	25511
194	6178	25505
195	6213	25487
196	6244	25455
197	6264	25375
198	6283	25291
199	6286	25145
200	6324	25139
201	6363	25137
202	6402	25138
203	6433	25104
204	6471	25097
205	6508	25087
206	6544	25072
207	6565	24997
208	6587	24930
209	6612	24874
210	6635	24812
211	6683	24843
212	6714	24809
213	6740	24755
214	6764	24699
215	6793	24656
216	6833	24656
217	6865	24626
218	6890	24574
219	6921	24541
220	6951	24503
221	6981	24465
222	7016	24445
223	7059	24454
224	7098	24449
225	7130	24418
226	7165	24400
227	7197	24369
228	7230	24343
229	7265	24322
230	7290	24270
231	7314	24213
232	7339	24159
233	7362	24101
234	7398	24084
235	7443	24096
236	7485	24100
237	7525	24095
238	7567	24094
239	7597	24057
240	7632	24037
241	7667	24015
242	7695	23973
243	7723	23930
244	7751	23886
245	7776	23834
246	7801	23784
247	7825	23730
248	7853	23686
249	7879	23639
250	7904	23588
251	7927	23531
252	7957	23496
253	7985	23452
254	8022	23439
255	8058	23419
256	8088	23383
257	8117	23345
258	8154	23330
259	8190	23310
260	8234	23316
261	8280	23325
262	8327	23336
263	8371	23338
264	8398	23293
265	8421	23239
266	8446	23189
267	8474	23146
268	8499	23096
269	8527	23056
270	8563	23036
271	8597	23011
272	8650	23036
273	8705	23066
274	8758	23091
275	8799	23084
276	8831	23050
277	8872	23042
278	8909	23024
279	8936	22978
280	8961	22930
281	8988	22884
282	9019	22852
283	9057	22834
284	9093	22812
285	9132	22798
286	9166	22771
287	9198	22741
288	9237	22725
289	9281	22723
290	9333	22739
291	9366	22709
292	9402	22688
293	9436	22660
294	9462	22614
295	9494	22582
296	9526	22549
297	9556	22511
298	9577	22454
299	9597	22395
300	9619	22339
301	9640	22280
302	9663	22228
303	9687	22179
304	9709	22124
305	9732	22074
306	9753	22017
307	9776	21964
308	9798	21911
309	9819	21855
310	9844	21809
311	9871	21768
312	9901	21732
313	9925	21683
314	9952	21643
315	9977	21597
316	10007	21561
317	10036	21525
318	10061	21478
319	10088	21438
320	10112	21390
321	10134	21339
322	10154	21282
323	10175	21229
324	10197	21180
325	10220	21131
326	10245	21085
327	10269	21039
328	10292	20992
329	10313	20939
330	10336	20892
331	10357	20840
332	10391	20813
333	10420	20778
334	10461	20767
335	10500	20751
336	10540	20736
337	10576	20714
338	10614	20696
339	10649	20672
340	10679	20638
341	10708	20602
342	10731	20555
343	10755	20510
344	10778	20463
345	10799	20412
346	10825	20371
347	10847	20323
348	10869	20275
349	10895	20234
350	10917	20187
351	10937	20135
352	10959	20086
353	10986	20049
354	11010	20005
355	11035	19963
356	11059	19920
357	11084	19876
358	11111	19839
359	11138	19801
360	11166	19764
361	11191	19724
362	11217	19685
363	11246	19650
364	11270	19606
365	11292	19561
366	11315	19517
367	11336	19469
368	11359	19425
369	11382	19381
370	11408	19342
371	11431	19298
372	11454	19255
373	11477	19211
374	11499	19166
375	11526	19128
376	11553	19092
377	11583	19059
378	11612	19026
379	11636	18985
380	11659	18943
381	11689	18910
382	11712	18867
383	11736	18828
384	11762	18788
385	11783	18744
386	11807	18703
387	11832	18664
388	11854	18620
389	11876	18575
390	11897	18531
391	11922	18492
392	11945	18449
393	11968	18408
394	11991	18366
395	12009	18317
396	12032	18275
397	12053	18232
398	12079	18194
399	12107	18160
400	12129	18118
401	12156	18084
402	12183	18048
403	12209	18012
404	12239	17981
405	12268	17949
406	12295	17914
407	12321	17877
408	12343	17836
409	12368	17798
410	12392	17759
411	12415	17719
412	12437	17676
413	12458	17633
414	12481	17594
415	12503	17552
416	12526	17512
417	12549	17473
418	12572	17433
419	12599	17399
420	12625	17364
421	12649	17325
422	12673	17287
423	12697	17249
424	12720	17209
425	12745	17173
426	12768	17134
427	12794	17099
428	12822	17066
429	12854	17039
430	12878	17002
431	12901	16962
432	12922	16922
433	12948	16886
434	12968	16843
435	12991	16805
436	13010	16762
437	13030	16719
438	13054	16681
439	13076	16642
440	13098	16603
441	13119	16562
442	13144	16527
443	13169	16491
444	13195	16457
445	13221	16423
446	13248	16390
447	13276	16358
448	13307	16329
449	13332	16295
450	13364	16268
451	13389	16233
452	13415	16199
453	13436	16159
454	13458	16121
455	13482	16084
456	13506	16048
457	13531	16013
458	13554	15976
459	13576	15937
460	13600	15901
461	13623	15864
462	13648	15829
463	13674	15796
464	13700	15762
465	13731	15735
466	13757	15702
467	13783	15668
468	13809	15635
469	13838	15604
470	13866	15574
471	13892	15540
472	13915	15504
473	13942	15472
474	13968	15438
475	13993	15404
476	14017	15369
477	14038	15330
478	14061	15294
479	14083	15257
480	14105	15219
481	14127	15183
482	14151	15147
483	14175	15112
484	14197	15075
485	14224	15044
486	14249	15010
487	14278	14980
488	14303	14947
489	14327	14912
490	14353	14879
491	14386	14854
492	14414	14823
493	14440	14791
494	14470	14762
495	14493	14727
496	14518	14693
497	14542	14658
498	14563	14621
499	14585	14585
500	14607	14549
501	14633	14517
502	14655	14480
503	14677	14444
504	14703	14412
505	14729	14379
506	14759	14351
507	14782	14316
508	14805	14282
509	14829	14247
510	14853	14214
511	14876	14179
512	14900	14145
513	14927	14114
514	14952	14081
515	14980	14051
516	15003	14017
517	15024	13980
518	15045	13943
519	15067	13908
520	15089	13873
521	15113	13839
522	15155	13822
523	15173	13783
524	15192	13745
525	15212	13708
526	15231	13671
527	15249	13632
528	15270	13595
529	15287	13556
530	15304	13517
531	15324	13480
532	15341	13441
533	15360	13404
534	15380	13368
535	15398	13330
536	15415	132915537	15434	132545538	15452	132165539	15469	13178540	15581	13219
541	15606	13187
542	15632	13156
543	15654	13122
544	15677	13088
545	15699	13053
546	15720	13019
547	15746	12987
548	15768	12954
549	15791	12920
550	15814	12886
551	15834	12851
552	15857	12818
553	15879	12783
554	15900	12748
555	15925	12717
556	15948	12684
557	15973	12652
558	15996	12619
559	16022	12588
560	16049	12559
561	16071	12525
562	16099	12496
563	16123	12463
564	16150	12434
565	16174	12402
566	16194	12367
567	16217	12334
568	16238	12299
569	16257	12264
570	16277	12229
571	16298	12195
572	16319	12160
573	16347	12132
574	16370	12099
575	16392	12066
576	16418	12036
577	16445	12006
578	16468	11974
579	16495	11945
580	16521	11914
581	16548	11885
582	16574	11855
583	16600	11824
584	16627	11795
585	16657	11768
586	16684	11738
587	16712	11710
588	16736	11678
589	16759	11646
590	16783	11614
591	16807	11583
592	16830	11551
593	16854	11520
594	16877	11488
595	16927	11474
596	16964	11452
597	16990	11421
598	17016	11391
599	17045	11363
600	17070	11333
601	17099	11305
602	17126	11275
603	17150	11244
604	17176	11214
605	17203	11185
606	17227	11153
607	17249	11121
608	17274	11090
609	17297	11059
610	17321	11027
611	17344	10995
612	17367	10964
613	17391	10933
614	17413	10900
615	17436	10869
616	17459	10838
617	17483	10806
618	17504	10774
619	17528	10743
620	17554	10713
621	17576	10681
622	17597	10648
623	17619	10616
624	17642	10585
625	17667	10555
626	17694	10526
627	17719	10496
628	17747	10468
629	17778	10441
630	17801	10410
631	17820	10376
632	17842	10344
633	17868	10315
634	17891	10283
635	17915	10253
636	17937	10221
637	17961	10191
638	17982	10159
639	18005	10128
640	18030	10098
641	18055	10068
642	18081	10038
643	18105	10008
644	18131	9979
645	18162	9952
646	18187	9923
647	18214	9894
648	18243	9866
649	18266	9835
650	18292	9806
651	18316	9776
652	18341	9746
653	18366	9716
654	18388	9685
655	18410	9654
656	18434	9624
657	18458	9594
658	18482	9563
659	18505	9533
660	18527	9501
661	18549	9470
662	18569	9438
663	18590	9407
664	18615	9377
665	18638	9347
666	18667	9319
667	18694	9291
668	18721	9262
669	18745	9232
670	18777	9207
671	18807	9179
672	18837	9152
673	18859	9122
674	18886	9093
675	18908	9062
676	18930	9031
677	18952	9001
678	18973	8969
679	18998	8940
680	19019	8909
681	19042	8879
682	19063	8848
683	19086	8817
684	19106	8786
685	19128	8755
686	19152	8725
687	19180	8698
688	19207	8669
689	19234	8641
690	19261	8613
691	19292	8587
692	19324	8560
693	19346	8530
694	19367	8499
695	19390	8469
696	19413	8439
697	19433	8407
698	19459	8379
699	19480	8348
700	19503	8318
701	19524	8288
702	19545	8257
703	19565	8226
704	19590	8197
705	19613	8167
706	19637	8138
707	19661	8108
708	19685	8079
709	19711710	19710	19741	8024
711	19764712	19712	19789713	19713	19814714	19714	19845	7910
715	19875	7883
716	19899	7854
717	19929	7827
718	19957	7799
719	19983	7771
720	20006	7741
721	20028	7711
722	20048	7681
723	20072	7652
724	20094	7621
725	20118	7592
726	20138	7562
727	20159	7532
728	20182	7502
729	20203	7472
730	20231	7444
731	20256	7416
732	20282	7387
733	20310	7360
734	20335	7331
735	20359	7302
736	20383737	20737	20412	7246
738	20439	7218
739	20468	7191
740	20494	7163
741	20517	7134
742	20540	7104
743	20562	7075
744	20583	7045
745	20604	7015
746	20623747	20747	20648748	20748	20678749	20749	20710750	20750	20735751	20751	20764752	20752	20795753	20753	20824754	20754	20859755	20755	20894756	20756	20927757	20882	6666
758	20758	20989759	20759	21024760	20983	6590
761	21761	21092762	21762	21118763	21763	21144764	21764	21167765	21122	6452
766	21149	6424
767	21175	6396
768	21201	6368
769	21225	6340
770	21250	6311
771	21771	21359772	21772	21403773	21773	21434	6258
774	21469	6233
775	21504	6207
776	21530	6179
777	21580	6158
778	21636	6138
779	21675	6113
780	21711	6087
781	21740	6060
782	21770	6033
783	21806	6008
784	21835	5980
785	21871	5954
786	21903	5928
787	21940	5902
788	21979	5877
789	22030	5856
790	22068	5830
791	22116	5808
792	22173	5788
793	22251	5773
794	22317	5754
795	22371	5733
796	22434	5714
797	22469	5687
798	22511	5663
799	22553	5638
800	22587	5611
801	22616	5583
802	22643	5555
803	22671	5526
804	22708	5500
805	22740	5473
806	22782	5448
807	22819	5422
808	22856	5396
809	22900	5371
810	22941	5346
811	22978	5320
812	23014	5293
813	23053	5267
814	23087	5240
815	23117	5212
816	23149	5185
817	23178	5157
818	23205	5128
819	23233	5100
820	23266	5072
821	23302	5045
822	23351	5022
823	23384	4994
824	23422	4968
825	23461	4942
826	23493	4914
827	23525	4886
828	23558	4859
829	23600	4833
830	23634	4806
831	23665	4778
832	23700	4751
833	23725	4722
834	23755	4694
835	23783	4665
836	23813	4637
837	23839	4608
838	23863	4579
839	23885	4549
840	23910	4520
841	23939	4492
842	23974	4464
843	24001	4436
844	24029	4407
845	24060	4379
846	24097	4352
847	24128	4324
848	24164	4297
849	24197	4270
850	24224	4241
851	24252	4212
852	24277	4183
853	24304	4155
854	24330	4126
855	24351	4096
856	24377	4067
857	24414	4040
858	24439	4011
859	24470	3983
860	24495	3954
861	24531	3927
862	24565	3899
863	24602	3872
864	24634	3844
865	24676	3818
866	24708	3790
867	24742	3762
868	24782	3735
869	24812	3707
870	24840	3679
871	24869	3650
872	24893	3621
873	24918	3592
874	24949	3564
875	24978	3535
876	25004	3506
877	25033	3478
878	25055	3449
879	25079	3419
880	25110	3391
881	25143	3363
882	25174	3335
883	25205	3307
884	25238	3279
885	25263	3250
886	25290	3221
887	25351	3197
888	25407	3172
889	25436	3143
890	25464	3115
891	25489	3086
892	25515	3057
893	25541	3028
894	25565	2999
895	25588	2970
896	25613	2941
897	25638	2912
898	25663	2883
899	25685	2853
900	25710	2824
901	25734	2795
902	25759	2767
903	25784	2738
904	25808	2709
905	25833	2680
906	25862	2651
907	25890	2623
908	25919	2594
909	25946	2566
910	25969	2537
911	25989	2507
912	26010	2478
913	26033	2449
914	26053	2420
915	26073	2391
916	26097	2362
917	26117	2332
918	26142	2304
919	26165	2275
920	26186	2246
921	26210	2217
922	26234	2188
923	26258	2159
924	26283	2131
925	26309	2102
926	26333	2073
927	26361	2045
928	26386	2016
929	26413	1988
930	26437	1959
931	26460	1930
932	26485	1901
933	26567	1877
934	26592	1848
935	26617	1820
936	26637	1791
937	26657	1762
938	26681	1733
939	26706	1704
940	26728	1675
941	26751	1647
942	26780	1618
943	26807	1590
944	26831	1561
945	26857	1533
946	26876	1504
947	26903	1475
948	26929	1447
949	26955	1418
950	26982	1390
951	27010	1361
952	27045	1333
953	27070	1305
954	27095	1276
955	27116	1248
956	27141	1219
957	27163	1190
958	27188	1162
959	27210	1133
960	27228	1105
961	27245	1076
962	27267	1047
963	27289	1019
964	27315	990
965	27338	962
966	27364	933
967	27393	905
968	27420	877
969	27443	848
970	27464	820
971	27478	791
972	27490	762
973	27504	734
974	27515	705
975	27526	676
976	27537	648
977	27548	619
978	27559	591
979	27571	562
980	27584	534
981	27595	505
982	27609	477
983	27623	449
984	27635	420
985	27649	392
986	27664	364
987	27677	336
988	27693	308
989	27706	279
990	27719	251
991	27732	223
992	27744	195
993	27758	167
994	27772	139
995	27783	111
996	27794	83
997	27805	55
998	27817	27
999	27827	0
