iter	Logloss
372	0.08161616295
373	0.08160655762
374	0.08153368653
375	0.08150241662
376	0.08146534221
377	0.08145514531
378	0.0813421557
379	0.08127336677
380	0.08121635033
381	0.08111646725
382	0.08106309253
383	0.08101620265
384	0.08099575387
385	0.08095726279
386	0.08094168433
387	0.08086530402
388	0.0808229061
389	0.08077400315
390	0.0807406244
391	0.08067482152
392	0.08061459278
393	0.08053651066
394	0.08047591479
395	0.0803758328
396	0.08029744161
397	0.08026938719
398	0.08021320026
399	0.08017095366
400	0.08011679662
401	0.08007564467
402	0.08002715393
403	0.07997189651
404	0.07990965367
405	0.07988302418
406	0.07982043013
407	0.07975399136
408	0.07969030348
409	0.07964867629
410	0.0796004213
411	0.07950528006
412	0.07939451452
413	0.07937622542
414	0.07933979847
415	0.07923995917
416	0.079181755
417	0.07911035145
418	0.07906768111
419	0.07906237018
420	0.07897581491
421	0.07892185676
422	0.07888053151
423	0.07884643122
424	0.07879986298
425	0.0787607378
426	0.07873694199
427	0.07870165335
428	0.07867954707
429	0.07864363899
430	0.07857955946
431	0.0785354081
432	0.07848311287
433	0.07845886262
434	0.07840763482
435	0.07838517661
436	0.07834992375
437	0.07831733029
438	0.07828226784
439	0.07827328005
440	0.07823693366
441	0.0782037979
442	0.07815145851
443	0.07814421645
444	0.07810396409
445	0.07807863156
446	0.07805078789
447	0.07802441519
448	0.07798580064
449	0.07796257819
450	0.07792378749
451	0.07790082772
452	0.07788843032
453	0.07779562645
454	0.07775544277
455	0.07769974514
456	0.07766855012
457	0.07761883586
458	0.07759021615
459	0.07754913758
460	0.07752454822
461	0.07747849023
462	0.0774629208
463	0.07741428282
464	0.07736663831
465	0.07735734215
466	0.07730032286
467	0.07727130371
468	0.07726526836
469	0.07721067072
470	0.07714007845
471	0.07706131494
472	0.0770177843
473	0.07694977905
474	0.07691901567
475	0.07690913831
476	0.0768862806
477	0.07683693631
478	0.07680050045
479	0.07678401916
480	0.07675277119
481	0.07673846707
482	0.07669622241
483	0.07666538863
484	0.07662714985
485	0.07655972925
486	0.07652152484
487	0.07651303707
488	0.07647117619
489	0.07638815101
490	0.07638406815
491	0.07637128858
492	0.07632760427
493	0.076259953
494	0.07622181783
495	0.07616906024
496	0.07613036933
497	0.07612578849
498	0.07607264582
499	0.07603700981
500	0.07599406492
501	0.07595623835
502	0.07589222641
503	0.07585965014
504	0.0758421464
505	0.07582259901
506	0.075794994
507	0.07575835453
508	0.07571513095
509	0.07565959747
510	0.0756212535
511	0.07560164942
512	0.07558914471
513	0.07557131844
514	0.07555786537
515	0.0755250244
516	0.07548568811
517	0.07545681354
518	0.07537849579
519	0.07531680435
520	0.07526235905
521	0.07521400936
522	0.07515278774
523	0.07509684052
524	0.07502285026
525	0.07499317998
526	0.07493966223
527	0.07493467509
528	0.0749179827
529	0.0748912866
530	0.07488349051
531	0.07486383209
532	0.07480666669
533	0.07476121149
534	0.07472694508
535	0.07469801469
536	0.07463490911
537	0.07461376173
538	0.07458379733
539	0.07456215097
540	540	0.07251064541541	0.072443938542542	0.07239960543	543	0.07234940544	544	0.07226691813
545	0.07225040969
546	0.07223581294
547	0.07218007019
548	0.07215031487
549	0.07209988707
550	0.07208513196
551	0.0720313487
552	0.07199147099
553	0.07196830336
554	0.07192199433
555	0.07190548939
556	0.07183035343
557	0.0717714321
558	0.07173332542
559	0.07171485908
560	0.07170061151
561	0.07167953792
562	0.0716405783
563	0.07161130103
564	0.07157697271
565	0.07155615519
566	0.07152791889
567	0.07150734565
568	0.07146747776
569	0.07142736454
570	0.07138162002
571	0.07128333037
572	0.0712424841
573	0.07121015258
574	0.07118900599
575	0.07117544986
576	0.07112809076
577	0.07110368645
578	0.0710775464
579	0.07105561206
580	0.07101826619
581	0.07095126768
582	0.07093480996
583	0.07090486632
584	0.07087778793
585	0.0708657533
586	0.07081432196
587	0.07076515491
588	0.07073206086
589	0.07069641825
590	0.07064344276
591	0.07062345431
592	0.07061352898
593	0.07057349089
594	0.07054394772
595	0.07051941253
596	0.0704945499
597	0.07047210654
598	0.07044458517
599	0.07040678003
600	0.07038819703
601	0.07035734093
602	0.07033554867
603	0.07024943235
604	0.07021477893
605	0.07019070157
606	0.07013526992
607	0.07010202442
608	0.07005107382
609	0.07001542536
610	0.06999734449
611	0.06996245525
612	0.06994091171
613	0.0698912061
614	0.069866463
615	0.06984637912
616	0.06980774488
617	0.06980480072
618	0.0697854818
619	0.06974883434
620	0.06969840784
621	0.069683981
622	0.06968049708
623	0.06965771655
624	0.0696082752
625	0.06960483703
626	0.06957767107
627	0.06953341555
628	0.0695162272
629	0.06948632597
630	0.06943611434
631	0.06943517397
632	0.06939614263
633	0.06934850345
634	0.06933351283
635	0.06931554133
636	0.06927436945
637	0.06924191386
638	0.06922564338
639	0.06921360356
640	0.06917576808
641	0.06912259209
642	0.06911190145
643	0.06908918831
644	0.06905564828
645	0.06899108153
646	0.06898604741
647	0.06894020908
648	0.06889156454
649	0.06886011244
650	0.0688412399
651	0.06879723394
652	0.06875914762
653	0.06874424307
654	0.06870506417
655	0.06866900938
656	0.06862585909
657	0.06859802312
658	0.06857826416
659	0.06852106069
660	0.06848184535
661	0.06845040828
662	0.06843984766
663	0.06839485349
664	0.06838104108
665	0.06836485551
666	0.06833672369
667	0.06833449703
668	0.06832081385
669	0.06830773331
670	0.06826784254
671	0.06821947993
672	0.0681806936
673	0.06816770111
674	0.06815063859
675	0.06810208995
676	0.06806215952
677	0.06801195306
678	0.06798157909
679	0.06793018135
680	0.06785536273
681	0.06783409615
682	0.06778917589
683	0.06778565805
684	0.06774523973
685	0.06770851016
686	0.06768471411
687	0.06766004449
688	0.06764473172
689	0.06761597721
690	0.06756827152
691	0.06754710759
692	0.0674838009
693	0.06744708178
694	0.0674202143
695	0.06739653512
696	0.06734057879
697	0.06726000937
698	0.0672254354
699	0.06720094599
700	0.06718992975
701	0.06716311098
702	0.06714105498
703	0.06711143847
704	0.06709084499
705	0.06707000187
706	0.06704937516
707	0.06698246152
708	0.06696258863
709	0.06695900710	710	0.06693887497
711	0.06690457712	712	0.0668856713	0713	0.0668491714	0714	0.06680633588
715	0.06676588896
716	0.06672074717
717	0.06669857289
718	0.06669020978
719	0.06667090249
720	0.0666362462
721	0.06661213061
722	0.06658572283
723	0.06656972141
724	0.06652816052
725	0.06650627901
726	0.06645963945
727	0.06642456862
728	0.0664021889
729	0.06636268377
730	0.06634796533
731	0.06630598128
732	0.06627263659
733	0.06625329606
734	0.06624230438
735	0.06619474193
736	0.0661737	0.06737	0.06612961548
738	0.06610748321
739	0.06607894993
740	0.06606336192
741	0.06602339496
742	0.06599442348
743	0.06599090094
744	0.06595984666
745	0.06591032526
746	0.065747	0.066747	0.065748	0.066748	0.065749	0.06749	0.0657750	0.06750	0.0657751	0.06751	0.0657752	0.06752	0.0656753	0.06753	0.0656754	0.06754	0.0656755	0.06755	0.0656756	0.06756	0.0656757	0.06604526081
758	0.06758	0.0655759	0.06759	0.0655760	0.06596775204
761	0.06761	0.0655762	0.06762	0.0655763	0.06763	0.0654764	0.06764	0.0654765	0.0658061366
766	0.06576794048
767	0.06573721631
768	0.06573271949
769	0.06570097594
770	0.06567323875
771	0.06771	0.0652772	0.06772	0.0652773	0.06773	0.06522278443
774	0.06516714107
775	0.0651383462
776	0.06510534089
777	0.06505878297
778	0.06501177628
779	0.06499542603
780	0.0649755595
781	0.06494736005
782	0.06492560982
783	0.06490274606
784	0.06486048368
785	0.06483645458
786	0.0647982855
787	0.06477601902
788	0.06473984423
789	0.06472541
790	0.06468129308
791	0.06465118008
792	0.06464087609
793	0.06463206766
794	0.06459845506
795	0.06456884625
796	0.06454078938
797	0.06449862615
798	0.06446098892
799	0.06443556012
800	0.06441302748
801	0.06438255821
802	0.06434177141
803	0.06429101621
804	0.06421187328
805	0.0641749298
806	0.0641536545
807	0.06412267092
808	0.06409461004
809	0.06404204141
810	0.06401000139
811	0.06393176444
812	0.06390521711
813	0.0638757372
814	0.06384698718
815	0.06376600251
816	0.06372535505
817	0.06368695112
818	0.06368614763
819	0.06366226994
820	0.06363080019
821	0.0635864681
822	0.06356454741
823	0.06354284007
824	0.06351685232
825	0.06349610705
826	0.0634858618
827	0.06347769622
828	0.06346232577
829	0.06343876526
830	0.06337252242
831	0.0633540848
832	0.06332101594
833	0.06328351306
834	0.06325865202
835	0.06322033353
836	0.06318776588
837	0.06314842564
838	0.0630904609
839	0.06306150622
840	0.06304713225
841	0.0629671903
842	0.06293766313
843	0.06291504742
844	0.06288062167
845	0.06285879219
846	0.06282235751
847	0.06282165633
848	0.06280520742
849	0.06276353605
850	0.06273284227
851	0.06270981563
852	0.06267937127
853	0.06266251457
854	0.06260492395
855	0.06260426008
856	0.06256858016
857	0.06254784679
858	0.06251918051
859	0.06248877953
860	0.0624714125
861	0.06242937255
862	0.06239888357
863	0.06236702135
864	0.06233508002
865	0.06231606221
866	0.06227167882
867	0.06226702429
868	0.06224689439
869	0.06224487797
870	0.06222554566
871	0.06220927772
872	0.06219030198
873	0.06217229919
874	0.06213111549
875	0.06210657661
876	0.06203126454
877	0.06201431702
878	0.06196546388
879	0.06193478969
880	0.06190980659
881	0.06188614519
882	0.06186678623
883	0.0618244769
884	0.06177506653
885	0.06175107603
886	0.06174884269
887	0.06174004886
888	0.06169790286
889	0.06166362708
890	0.06163701299
891	0.06161463384
892	0.0616024177
893	0.06157186147
894	0.06154305286
895	0.06152811547
896	0.06148330937
897	0.06145731557
898	0.06144286218
899	0.06143151888
900	0.06141607945
901	0.06138779138
902	0.06137902465
903	0.06134194819
904	0.06131878006
905	0.06128459641
906	0.06125448419
907	0.06123320363
908	0.06121364919
909	0.06119711477
910	0.06117246949
911	0.06117060536
912	0.06116354832
913	0.06114754864
914	0.06114146449
915	0.06112782526
916	0.06110699902
917	0.06107237047
918	0.06103614474
919	0.06101619409
920	0.0609794789
921	0.06094176267
922	0.0609003117
923	0.06088081808
924	0.06085018209
925	0.06082744597
926	0.06080503729
927	0.06077727243
928	0.0607629439
929	0.06072153184
930	0.06071851835
931	0.06070735491
932	0.06070153807
933	0.06069257398
934	0.06067323253
935	0.06065826119
936	0.06064994685
937	0.06061800309
938	0.06059956763
939	0.06058540381
940	0.06056504049
941	0.06055422964
942	0.06053454548
943	0.060425938
944	0.06039068204
945	0.06038541473
946	0.06034771765
947	0.06032449196
948	0.06028990509
949	0.06027667256
950	0.06026093147
951	0.06022923205
952	0.06018997342
953	0.06014675657
954	0.06013069098
955	0.06011517727
956	0.06009188467
957	0.06006489643
958	0.06002874744
959	0.06000962137
960	0.05998204507
961	0.05997214666
962	0.05995612285
963	0.05994210634
964	0.05990722013
965	0.05989421408
966	0.05985236262
967	0.05983149354
968	0.0598174457
969	0.05976819912
970	0.05975660398
971	0.0597155757
972	0.05968277566
973	0.05967496333
974	0.05962402169
975	0.0596049913
976	0.05957280212
977	0.05953688414
978	0.05950362593
979	0.05947202775
980	0.0594570133
981	0.05944080755
982	0.05943274772
983	0.05940102875
984	0.05937112814
985	0.05934338195
986	0.05932138603
987	0.05928637013
988	0.05927739738
989	0.05926189047
990	0.05925043883
991	0.0592358699
992	0.05915835234
993	0.05913341718
994	0.05910837363
995	0.05910836094
996	0.05910669172
997	0.05909728728
998	0.05908962102
999	0.05908079773
6179
