iter	Logloss
0	0.6085023724
1	0.539968939722	0.482104047433	0.434013949444	0.393903943355	0.362259855966	0.3314824227	7	0.30939807488	0.2912796459	9	0.2726506291010	0.254007917111	0.2416981511212	0.2316497201313	0.2197209881414	0.2132635701515	0.2053263411616	0.1989194721717	0.1923125051818	0.187033719	019	0.183435420	020	0.179309221	021	0.175578122	022	0.170663123	023	0.167778524	24	0.165723625	025	0.163935226	26	0.1604147127	27	0.1588798528	28	0.15707429	0.29	0.15527030	0.30	0.15393631	0.31	0.15202232	0.32	0.15039533	0.33	0.14906834	0.34	0.14793035	0.35	0.14650236	0.36	0.14562937	0.37	0.14479638	0.38	0.14359539	0.39	0.14130040	0.40	0.14012041	0.41	0.13913542	0.42	0.13773443	0.43	0.13678644	0.44	0.13599345	0.45	0.13552546	0.46	0.1348547	0.147	0.1342748	0.148	0.1338249	0.149	0.1328350	0.150	0.1315651	0.151	0.1311652	0.152	0.1304553	0.153	0.1293841491
54	0.1289255	0.155	0.1284556	0.156	0.1276657	0.157	0.1270458	0.158	0.1266659	0.159	0.1262160	0.160	0.1257261	0.161	0.1253562	0.162	0.1245463	0.163	0.1242064	0.164	0.1237465	0.165	0.1230666	0.166	0.1219367	0.167	0.1213068	0.168	0.1208769	0.169	0.1206270	070	0.120251771	071	0.120070672	072	0.119714373	073	0.11941374	0.74	0.11860975	0.75	0.11819776	076	0.117925677	077	0.11750207878	0.1172046747979	0.11641620580	0.1179384311
881	0.115926552682	0.1163871832
883	0.1153594354884	0.1151664791885	0.1149708747886	0.1147628386887	0.1145837568888	0.1141294428989	0.1138469019090	0.1133362629191	0.1130716329292	0.1125230699393	0.1123400779494	0.1119607919595	0.1117260139696	0.1115404739797	0.1108658499898	0.11038979999	0.1110863564
100	0.1108883373
101	0.1097685764
102	0.1096326789
103	0.1100414615
104	0.1099279074
105	0.1097861661
106	0.1096726127
107	0.1085587729
108	0.1082036198
109	0.1090119335
110	0.1087933297
111	0.1082106612
112	0.1080270926
113	0.1078897664
114	0.1073642268
115	0.1071279251
116	0.106920482
117	0.1067050174
118	0.1064074525
119	0.1063582258
120	0.1062133835
121	0.1060831084
122	0.1059721223
123	0.1054903441
124	0.1050774839
125	0.1048807558
126	0.1047278106
127	0.104345456
128	0.1041743303
129	0.1040842999
130	0.1038009941
131	0.1035773308
132	0.1034869824
133	0.1033676074
134	0.1031380552
135	0.1029879516
136	0.1029168264
137	0.1028299525
138	0.102638272
139	0.1025160667
140	0.1020800013
141	0.1019789862
142	0.1019261938
143	0.1016368412
144	0.1016368011
145	0.1015660124
146	0.1013855881
147	0.1012889724
148	0.101192368
149	0.1010021135
150	0.1008778174
151	0.1006485571
152	0.1006310966
153	0.1005328057
154	0.1003452062
155	0.1002562857
156	0.100138248
157	0.1000307832
158	0.09987635701
159	0.09977753559
160	0.09964910825
161	0.09957542903
162	0.09945051878
163	0.0992498691
164	0.09913649973
165	0.09906663267
166	0.09895477937
167	0.09888603669
168	0.09867592449
169	0.09857923985
170	0.09832707513
171	0.09826909439
172	0.09820277623
173	0.09805350668
174	0.09793133307
175	0.09784795537
176	0.09782495243
177	0.09771292334
178	0.09762459192
179	0.09746851113
180	0.09738977664
181	0.09729634906
182	0.09717362976
183	0.09705785259
184	0.09700522884
185	0.09692712093
186	0.09688304289
187	0.09680001862
188	0.09679129905
189	0.0966571056
190	0.09658898232
191	0.09615799381
192	0.09598456641
193	0.09591520183
194	0.09569816604
195	0.09559765731
196	0.09538447005
197	0.09529532926
198	0.09521396763
199	0.0199	0.09472200	0.200	0.09467379345
201	0.09466732069
202	0.09459316925
203	0.09454039666
204	0.09431495099
205	0.0942057958
206	0.0940939199
207	0.09409225164
208	0.09397371923
209	0.09392071789
210	0.09391802451
211	0.09386394312
212	0.09375181204
213	0.09368654835
214	0.09360894847
215	0.09354863209
216	0.0934748637
217	0.093459478
218	0.0932814938
219	0.09322178646
220	0.09320127172
221	0.09300804372
222	0.09289965113
223	0.09280457336
224	0.09270504128
225	0.0926654572
226	0.09256098011
227	0.09242638845
228	0.0922920806
229	0.09221264004
230	0.09220682521
231	0.09220120894
232	0.09211348274
233	0.09200245177
234	0.09193342378
235	0.09183426192
236	0.0916151081
237	0.09149683395
238	0.09139441553
239	0.09120822634
240	0.09100618984
241	0.09092328563
242	0.09085532125
243	0.09073880761
244	0.09059931525
245	0.09054486692
246	0.09039444037
247	0.09021324128
248	0.09017491532
249	0.09014862258
250	0.09001429223
251	0.08991054719
252	0.08979461816
253	0.0897342807
254	0.08966069723
255	0.08950832521
256	0.08941350398
257	0.08938672595
258	0.0893053401
259	0.08922510493
260	0.08918141152
261	0.08908077391
262	0.08900454889
263	0.08898975982
264	0.08897302419
265	0.0887930314
266	0.08871729312
267	0.08865228895
268	0.08858281637
269	0.08853339932
270	0.08845327552
271	0.08827905707
272	0.08809108524
273	0.08794249938
274	0.08784078642
275	0.08767562654
276	0.08763595313
277	0.08758371262
278	0.08751818391
279	0.08738807312
280	0.08729966475
281	0.08712402673
282	0.08710031836
283	0.08706228168
284	0.0869392098
285	0.08678279611
286	0.08675814454
287	0.08671288644
288	0.08661031961
289	0.08653394569
290	0.08647834465
291	0.08640507553
292	0.08639041673
293	0.0863235657
294	0.0862678239
295	0.08621235879
296	0.08612082806
297	0.0860882469
298	0.08607100843
299	0.08602501998
300	0.08595167875
301	0.0858470961
302	0.08580323416
303	0.08572622473
304	0.08560790599
305	0.08558761402
306	0.08545223025
307	0.0854163803
308	0.08537145754
309	0.0853175273
310	0.08530158635
311	0.08524526393
312	0.08513125065
313	0.08507137987
314	0.08499490419
315	0.08494524048
316	0.08488421942
317	0.08478363899
318	0.0847656141
319	0.08469363056
320	0.0846606333
321	0.0846119884
322	0.08454298032
323	0.08446375472
324	0.08419373806
325	0.08414945375
326	0.08408772356
327	0.08403898139
328	0.08401581277
329	0.08399410235
330	0.08394156482
331	0.08388143556
332	0.08383330101
333	0.08381376585
334	0.08379984772
335	0.08375939255
336	0.08369824318
337	0.08364868769
338	0.08358787685
339	0.08355591734
340	0.08348041014
341	0.08345581277
342	0.08341229566
343	0.08336107623
344	0.08334069027
345	0.08330465879
346	0.08326743118
347	0.08321859451
348	0.08314437337
349	0.08309972847
350	0.08308434689
351	0.08302936227
352	0.08298664274
353	0.08289580655
354	0.08279576826
355	0.08272361376
356	0.08259446615
357	0.08256054928
358	0.08249929844
359	0.08248001775
360	0.0824694562
361	0.08239822124
362	0.08227313706
363	0.08220478482
364	0.08208399718
365	0.08186761266
366	0.08181627369
367	0.08179706323
368	0.08175002629
369	0.08172285492
370	0.08170691849
371	0.08168512328
